Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Nepal,NPL,"Literacy rate, population 25-64 years, urban, both sexes (%)",UIS.LR.AG25T64.URB,..,63.42301,..,..,..,..,..,..,..,..,..,75.88848,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Literacy rate, population 25-64 years, urban, female (%)",UIS.LR.AG25T64.URB.F,..,47.856,..,..,..,..,..,..,..,..,..,65.25012,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Literacy rate, population 25-64 years, urban, male (%)",UIS.LR.AG25T64.URB.M,..,77.78607,..,..,..,..,..,..,..,..,..,86.47681,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Participants in literacy programmes as a % of the illiterate population, both sexes",UIS.PLILLITP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Participants in literacy programmes as a % of the illiterate population, female",UIS.PLILLITP.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Participants in literacy programmes as a % of the illiterate population, male",UIS.PLILLITP.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 10th Percentile Score,LO.PIAAC.LIT.P10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 25th Percentile Score,LO.PIAAC.LIT.P25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 50th Percentile Score,LO.PIAAC.LIT.P50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 5th Percentile Score,LO.PIAAC.LIT.P05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 75th Percentile Score,LO.PIAAC.LIT.P75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 90th Percentile Score,LO.PIAAC.LIT.P90,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Distribution of Adult Literacy Scores: 95th Percentile Score,LO.PIAAC.LIT.P95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.FE.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.FE.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.FE.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.FE.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.FE.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Level 4 & 5,LO.PIAAC.LIT.FE.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Female adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.FE.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.MA.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.MA.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.MA.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.MA.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.MA.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Level 4 & 5,LO.PIAAC.LIT.MA.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Male adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.MA.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Mean Adult Literacy Proficiency. Female,LO.PIAAC.LIT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Mean Adult Literacy Proficiency. Male,LO.PIAAC.LIT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Mean Adult Literacy Proficiency. Total,LO.PIAAC.LIT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Mean Young Adult Literacy Proficiency. Female,LO.PIAAC.LIT.YOU.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Mean Young Adult Literacy Proficiency. Male,LO.PIAAC.LIT.YOU.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Mean Young Adult Literacy Proficiency. Total,LO.PIAAC.LIT.YOU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.YOU.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.YOU.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.YOU.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.YOU.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.YOU.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Level 4 & 5,LO.PIAAC.LIT.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,PIAAC: Young adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.YOU.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted gender parity index (GPIA)",UIS.YADULT.PROFILITERACY.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted native parity index (NPIA)",UIS.YADULT.PROFILITERACY.NPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted wealth parity index (WPIA)",UIS.YADULT.PROFILITERACY.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",UIS.YADULT.PROFILITERACY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, female (%)",UIS.YADULT.PROFILITERACY.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, high socio-economic status (%)",UIS.YADULT.PROFILITERACY.HSES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, immigrant background (%)",UIS.YADULT.PROFILITERACY.NON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, low socio-economic status (%)",UIS.YADULT.PROFILITERACY.LSES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, male (%)",UIS.YADULT.PROFILITERACY.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, non-immigrant background (%)",UIS.YADULT.PROFILITERACY.NAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,0.74605,..,..,..,..,..,..,..,..,..,0.89234,..,..,..,..,..,..,0.96649,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)",UIS.LR.AG15T24.LPIA,..,0.79952,..,..,..,..,..,..,..,..,..,0.87838,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,70.05362,..,..,..,..,..,..,..,..,..,84.75715,..,..,..,..,..,..,92.39381,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,60.14379,..,..,..,..,..,..,..,..,..,80.20683,..,..,..,..,..,..,90.88347,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)",UIS.LR.AG15T24.F.LPIA,..,0.72453,..,..,..,..,..,..,..,..,..,0.84016,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,80.61597,..,..,..,..,..,..,..,..,..,89.88402,..,..,..,..,..,..,94.03428,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, male, adjusted location parity index (LPIA)",UIS.LR.AG15T24.M.LPIA,..,0.87853,..,..,..,..,..,..,..,..,..,0.92521,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.RUR.GPIA,..,0.72138,..,..,..,..,..,..,..,..,..,0.87761,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, rural, both sexes (%)",UIS.LR.AG15T24.RUR,..,67.26161,..,..,..,..,..,..,..,..,..,82.50806,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, rural, female (%)",UIS.LR.AG15T24.RUR.F,..,56.77569,..,..,..,..,..,..,..,..,..,77.53702,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, rural, male (%)",UIS.LR.AG15T24.RUR.M,..,78.70423,..,..,..,..,..,..,..,..,..,88.3501,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.URB.GPIA,..,0.8747,..,..,..,..,..,..,..,..,..,0.96646,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, urban, both sexes (%)",UIS.LR.AG15T24.URB,..,84.12783,..,..,..,..,..,..,..,..,..,93.93175,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, urban, female (%)",UIS.LR.AG15T24.URB.F,..,78.36157,..,..,..,..,..,..,..,..,..,92.28873,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Youth literacy rate, population 15-24 years, urban, male (%)",UIS.LR.AG15T24.URB.M,..,89.58669,..,..,..,..,..,..,..,..,..,95.49158,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,0.75043,..,..,..,..,..,..,..,..,..,0.83338,..,..,..,..,..,..,..,0.89165,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)",UIS.LR.AG15T99.LPIA,0.60664,..,..,..,..,..,..,..,..,..,0.71181,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,57.89747,..,..,..,..,..,..,..,..,..,71.49707,..,..,..,..,..,..,..,79.03964,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,49.79196,..,..,..,..,..,..,..,..,..,65.29469,..,..,..,..,..,..,..,74.47439,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)",UIS.LR.AG15T99.F.LPIA,0.53965,..,..,..,..,..,..,..,..,..,0.66491,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,66.35128,..,..,..,..,..,..,..,..,..,78.34891,..,..,..,..,..,..,..,83.52458,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)",UIS.LR.AG15T99.M.LPIA,0.66292,..,..,..,..,..,..,..,..,..,0.75354,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.RUR.GPIA,0.66301,..,..,..,..,..,..,..,..,..,0.76778,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,44.36588,..,..,..,..,..,..,..,..,..,58.65668,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,35.51459,..,..,..,..,..,..,..,..,..,51.2016,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,53.56547,..,..,..,..,..,..,..,..,..,66.6879,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,0.81446,..,..,..,..,..,..,..,..,..,0.87011,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,73.13408,..,..,..,..,..,..,..,..,..,82.40512,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,65.81027,..,..,..,..,..,..,..,..,..,77.00491,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,80.80256,..,..,..,..,..,..,..,..,..,88.49972,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)",UIS.LR.AG65T99.GPIA,0.53654,..,..,..,..,..,..,..,..,..,0.46561,..,..,..,..,..,..,..,0.60054,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)",UIS.LR.AG65T99.LPIA,0.50637,..,..,..,..,..,..,..,..,..,0.57785,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, both sexes (%)",UIS.LR.AG65,29.49326,..,..,..,..,..,..,..,..,..,34.89061,..,..,..,..,..,..,..,50.93298,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, female (%)",UIS.LR.AG65.F,20.61454,..,..,..,..,..,..,..,..,..,23.42442,..,..,..,..,..,..,..,39.01499,..,..
